progrnumber,actual_stop_id,stop_lat,stop_lon,stop_id,stop_name
1,7333,53.33299953,-6.24704223,8220DB007333,Burlington Road (Mespil Road)
2,783,53.33530854,-6.246977564,8220DB000783,"Dublin City South, Baggot Street Lower"
3,784,53.33645673,-6.248657371,8220DB000784,"Dublin City South, Lower Baggot Street"
4,785,53.3371059,-6.251859372999999,8220DB000785,"Dublin City South, Lower Pembroke Street"
5,786,53.33514671,-6.256174036,8220DB000786,"Dublin City South, Lower Leeson Street"
6,793,53.34085979,-6.2584038689999995,8220DB000793,"Dublin City South, Dawson Street"
9,274,53.35034908,-6.260720869,8220DB000274,"Dublin, Millennium Spire"
10,2,53.35224436,-6.263723219,8220DB000002,"Rotunda, Parnell Square West"
11,192,53.35639721,-6.26807647,8220DB000192,"Phibsborough, Mountjoy Street"
12,795,53.35874004,-6.269724277999999,8220DB000795,"Phibsborough, Eccles Street"
13,796,53.36001821,-6.269852786,8220DB000796,"Phibsborough, Mater Hospital,  Berkeley Road"
14,57,53.36081622,-6.276551675,8220DB000057,"Phibsborough, Cabra Road (North Circular Road)"
15,58,53.36094625,-6.2812042020000005,8220DB000058,"Cabra East, Cabra Road (Charleville Road)"
16,59,53.36101801,-6.2849425629999995,8220DB000059,"Cabra East, Cabra Road (near Annamoe Terrace)"
17,60,53.36127922,-6.2893645,8220DB000060,"Cabra East, Cabra Road (Quarry Road)"
18,1802,53.36138032,-6.294544146000001,8220DB001802,"Cabra East, Cabra Road (Carnlough Road)"
19,1795,53.3615034,-6.296868142,8220DB001795,"Cabra, Cabra Road"
20,1806,53.36290691,-6.302642142000001,8220DB001806,"Cabra, Navan Road"
21,1660,53.36518655,-6.3093735529999995,8220DB001660,"Cabra, Navan Road (Nephin Road)"
22,1661,53.36644362,-6.313095538,8220DB001661,"Cabra, Navan Road (Church)"
23,1662,53.36754069,-6.31759044,8220DB001662,"Cabra, Navan Road (Kinvara Estate)"
24,1664,53.36940852,-6.32385863,8220DB001664,"Cabra, Navan Road (Ashtown Grove)"
25,1665,53.37065784,-6.32770193,8220DB001665,"Ashtown, Navan Road"
26,1666,53.37159715,-6.330595731,8220DB001666,"Ashtown, Ashtown Roundabout"
27,1807,53.37441446,-6.339262883,8220DB001807,"Ashtown, Navan Road (Old Race Course)"
28,7167,53.37586629999999,-6.3447825920000005,8240DB007167,"Phoenix Park Racecourse, Navan Road Parkway (Outbound)"
29,1808,53.37924155,-6.354226659,8240DB001808,"Castleknock, Navan Road"
30,1816,53.39308998,-6.3783818210000005,8240DB001816,"Corduff (Fingal), Roundabout Waterville Row"
31,6171,53.39562688,-6.37458624,8240DB006171,"Corduff (Fingal), Annagh Court"
32,4974,53.39899879,-6.369419893,8240DB004974,"Corduff (Fingal), National Aquatic Centre"
33,4976,53.40198373,-6.36226733,8240DB004976,"Corduff, Snugboro Road"
34,7126,53.40587682,-6.356477504,8240DB007126,"Cloghran, Business Park (Ballycoolin Road)"
35,7124,53.40843447,-6.358153812,8240DB007124,"Cloghran, Business Park"
36,7343,53.41284468,-6.361218217,8240DB007343,"Cloghran, Ballycoolin Business Park"
37,7318,53.40991475,-6.368445799,8240DB007318,"Cloghran, Cruiserath Road"
38,4980,53.40421561,-6.372995456,8240DB004980,"Corduff, Blanchardstown Road (Industrial Park)"
39,2289,53.401123,-6.374918145,8240DB002289,"Corduff, Blackcourt Road"
40,1822,53.39965265,-6.377831496000001,8240DB001822,"Corduff, Corduff Grove"
41,4994,53.40093801,-6.38646007,8240DB004994,"Corduff, Warrenstown Estate"
42,4995,53.40251744,-6.388941975,8240DB004995,"Mulhuddart, Damastown Road"
43,4996,53.40383881,-6.39095252,8240DB004996,"Mulhuddart, Castlecurragh ESaint"
44,1826,53.40590772,-6.395085827000001,8240DB001826,"Mulhuddart, Parslickstown Avenue"
45,1827,53.40704194,-6.398562738,8240DB001827,"Mulhuddart, FAS Centre Roundabout"
46,7382,53.40883216,-6.408768957,8240DB007382,"Mulhuddart, Damastown Way"
47,7381,53.4103481,-6.415977753,8240DB007381,"Mulhuddart, Damastown Green"
48,4742,53.41097861,-6.420151156,8240DB004742,"Mulhuddart, Damastown Road"
49,4743,53.41164739999999,-6.423149939,8240DB004743,"Damastown Industrial Park, Damastown Road"
